r_id;s_id;Table1_total_values;Table2_total_values;Distinct_values_T1;Distinct_values_T2;Shared_values;Estimated_mapping_size;Mapping_density_ratio
id_csv_licensed.zip_mdl_question_208.csv;parent_csv_licensed.zip_mdl_question_326.csv;440;440;110;110;110;14014;0.07238636363636364
seek_time_csv_licensed.zip_PL1331LAGLVL2H.csv;seek_time_csv_licensed.zip_PL1331LAGTWX3H.csv;14459;12236;1712;1385;876;44593196;0.2520524210661066
object_csv_licensed.zip_PREDICTION_Database Design and Implementation.csv;real_time_csv_licensed.zip_PREDICTION_RealTime Embedded Systems Programming_1.csv;1610;882;23;22;22;141928;0.09994788805791467
object_csv_licensed.zip_Configuration2_window17_split2_typetest_projectsynapse1.1.csv;object_csv_licensed.zip_Configuration3_window13_split4_typetest_projectsynapse1.0.csv;5328;3768;833;646;391;1197856;0.059666354252341514
id_csv_licensed.zip_technician_shifts_195.csv;id_csv_licensed.zip_technician_shifts_42.csv;300;150;140;71;70;360;0.008
in_time_csv_licensed.zip_0225_130434_InitializeSampleCC.csv;real_time_csv_licensed.zip_0131_192531_InitializeSampleHD_1.csv;164;164;143;155;87;99;0.0036808447352766212
processing_time_csv_licensed.zip_Massage_Therapists_6.csv;real_time_csv_licensed.zip_leader_lore.csv;340;294;145;110;68;189;0.0018907563025210084
real_time_csv_licensed.zip_0130_231534_InitializeSampleGD.csv;real_time_csv_licensed.zip_0202_172349_InitializeSampleHD.csv;164;164;140;145;98;148;0.005502676977989292
data_rate_csv_licensed.zip_A00-2018_sweta_160.csv;data_rate_csv_licensed.zip_A00-2018_sweta_197.csv;176;176;88;88;88;1780;0.05746384297520661
in_time_csv_licensed.zip_0201_194541_InitializeSampleHD.csv;real_time_csv_licensed.zip_0211_083237_InitializeSampleRD.csv;164;164;154;145;90;98;0.003643664485425342
parent_csv_licensed.zip_mdl_question_344.csv;parent_csv_licensed.zip_mdl_question_802.csv;440;440;110;110;110;14014;0.07238636363636364
running_time_csv_licensed.zip_tokens_11.csv;thing_csv_licensed.zip_tokens_879.csv;483;930;7;7;7;162059;0.36078051603998307
dead_air_csv_licensed.zip_081c_kristy_and_mr_mom.csv;dead_air_csv_licensed.zip_110c_abby_and_the_bad_sport.csv;3000;3000;2484;2391;2229;82750;0.009194444444444444
object_csv_licensed.zip_Configuration1_window18_split10_typetypetest_projectpoi2.5.csv;parent_csv_licensed.zip_Configuration3_window12_split12_typetest_projectpoi1.5.csv;6744;5688;1126;963;543;1790725;0.04668224648924793
id_csv_licensed.zip_0021500428.csv;id_csv_licensed.zip_boxscore_0021500765.csv;754;725;159;153;92;40675;0.07440775633403457
seek_time_csv_licensed.zip_PL2331LAGME7RJ.csv;seek_time_csv_licensed.zip_PL2331LAGRX1GJ.csv;14782;12578;1700;1583;1017;47698875;0.2565448777278275
id_csv_licensed.zip_ir.model.access_96228.csv;id_csv_licensed.zip_ir.model.access_97749.csv;248;280;81;90;71;10376;0.14942396313364056
id_csv_licensed.zip_0021801127_4.csv;id_csv_licensed.zip_boxscore_0021600656.csv;704;725;325;162;47;25057;0.04909286833855799
id_csv_licensed.zip_technician_shifts_117.csv;id_csv_licensed.zip_technician_shifts_525.csv;300;375;131;156;130;755;0.006711111111111111
real_time_csv_licensed.zip_0130_224752_InitializeSampleGD.csv;real_time_csv_licensed.zip_0210_194429_InitializeSampleRD.csv;164;164;143;142;98;186;0.0069155264723378945
seek_time_csv_licensed.zip_PL1331LAHBZPSH.csv;seek_time_csv_licensed.zip_PL1331LAHD114H.csv;266;266;39;39;34;22992;0.32494770761490194
seek_time_csv_licensed.zip_PL1331LAGRH5HH.csv;seek_time_csv_licensed.zip_PL1331LAGTVRMH.csv;12920;11894;1548;1425;926;43298329;0.28176087560864
id_csv_licensed.zip_0022000266.csv;id_csv_licensed.zip_boxscore_0021500609.csv;754;754;166;158;63;33057;0.05814612077760344
cease_csv_licensed.zip_dictEpisode-341-Orochimarus-Return.csv;then_csv_licensed.zip_dictEpisode-331-Untitled.csv;8;8;7;7;3;3;0.046875
id_csv_licensed.zip_0021801018.csv;id_csv_licensed.zip_boxscore_0021701153.csv;754;725;154;160;77;41793;0.0764529406384341
seek_time_csv_licensed.zip_PL1331LAGTR32H.csv;seek_time_csv_licensed.zip_PL1331LAGTU46H.csv;12084;12464;1369;1482;731;43488144;0.28873718374459656
id_csv_licensed.zip_0021600940.csv;id_csv_licensed.zip_boxscore_0021400595.csv;725;754;153;161;72;38640;0.07068508186225189
id_csv_licensed.zip_StructureDefinition-communication-measure.csv;id_csv_licensed.zip_StructureDefinition-legally-documented-sex.csv;180;288;30;40;28;25947;0.5005208333333333
id_csv_licensed.zip_0021700167.csv;id_csv_licensed.zip_0021800158.csv;725;725;155;146;60;35607;0.06774221165279429
whole_csv_licensed.zip_P08-1028_sweta.csv;whole_csv_licensed.zip_P08-1028_sweta_119.csv;198;198;83;83;83;2346;0.059840832568105295
id_csv_licensed.zip_keys_38.csv;id_csv_licensed.zip_movie_ratings_data_set_18.csv;280;2040;56;100;56;16506;0.02889705882352941
in_time_csv_licensed.zip_0210_035536_InitializeSampleRD.csv;real_time_csv_licensed.zip_0201_112502_InitializeSampleHD.csv;164;164;133;134;90;121;0.004498810232004759
id_csv_licensed.zip_requested_services_246.csv;id_csv_licensed.zip_requested_services_58.csv;900;800;271;268;268;4920;0.006833333333333334
id_csv_licensed.zip_0021900691_8.csv;id_csv_licensed.zip_boxscore_0021500312_1.csv;754;754;163;164;71;41383;0.07279126708834932
id_csv_licensed.zip_0021600337_4.csv;id_csv_licensed.zip_0021601039_2.csv;576;544;226;246;56;11213;0.035784952001633986
seek_time_csv_licensed.zip_PL1331LAGTX65H.csv;seek_time_csv_licensed.zip_PL2331LAGRWNXJ.csv;12711;11286;1407;1257;617;33378266;0.23267193770570457
data_rate_csv_licensed.zip_A00-2018_sweta_39.csv;thing_csv_licensed.zip_A00-2018_akanksha_159.csv;176;165;88;76;55;1436;0.049449035812672175
real_time_csv_licensed.zip_0202_040456_InitializeSampleRD.csv;real_time_csv_licensed.zip_0209_174609_InitializeSampleGD.csv;164;164;143;154;86;95;0.003532123735871505
in_time_csv_licensed.zip_0204_004909_InitializeSampleRD.csv;in_time_csv_licensed.zip_0223_194901_InitializeSampleCC.csv;164;164;156;145;90;102;0.003792385484830458
in_time_csv_licensed.zip_0201_113931_InitializeSampleHD.csv;in_time_csv_licensed.zip_0204_073251_InitializeSampleRD.csv;164;164;135;156;89;95;0.003532123735871505
speed_of_light_csv_licensed.zip_weather-2012-12-05_153.csv;speed_of_light_csv_licensed.zip_weather-2014-08-08_358.csv;322;350;130;136;57;2999;0.02661047027506655
seek_time_csv_licensed.zip_PL1331LAGSB8AH.csv;seek_time_csv_licensed.zip_PL1331LAGT8BRH.csv;13547;12084;1514;1367;720;47662966;0.2911569873316352
id_csv_licensed.zip_0021600225.csv;id_csv_licensed.zip_0021801203.csv;754;754;148;158;72;43662;0.07679994934179513
object_csv_licensed.zip_SettingsHandlers_InkingTypingPrivacy.dll.csv__711708266__.csv;object_csv_licensed.zip_desk.cpl.csv__3881212567__.csv;1463;1221;174;146;86;14568;0.00815530002132873
seek_time_csv_licensed.zip_PL1311LAG3E2YH.csv;seek_time_csv_licensed.zip_PL1331LAGR6NNH.csv;14763;14212;1593;1648;611;21369613;0.10185136146517929
seek_time_csv_licensed.zip_PL1331LAGRT8TH.csv;seek_time_csv_licensed.zip_WD-WCC1T1504265.csv;11286;15922;1529;1722;621;16090600;0.089543604640227
processing_time_csv_licensed.zip_P05-1013_aakansha_57.csv;show_time_csv_licensed.zip_P05-1013_aakansha_115.csv;220;220;92;92;91;2845;0.05878099173553719
seek_time_csv_licensed.zip_PL1331LAHBZYEH.csv;seek_time_csv_licensed.zip_PL1331LAHD451H.csv;399;399;51;67;46;48172;0.30258603903241815
id_csv_licensed.zip_boxscore_0021400736.csv;id_csv_licensed.zip_boxscore_0021700479.csv;725;725;156;159;65;39829;0.07577455410225921
seek_time_csv_licensed.zip_PL1331LAGRH8VH.csv;seek_time_csv_licensed.zip_PL2331LAGN12KJ.csv;13034;14763;1620;1781;915;54661350;0.28407173061235713
question_time_csv_licensed.zip_A97-1014.annv3_20.csv;then_csv_licensed.zip_A97-1014_swastika_64.csv;154;154;82;72;50;1256;0.05296002698600101
id_csv_licensed.zip_0021600244_7.csv;id_csv_licensed.zip_0021800510.csv;754;725;165;156;62;40092;0.07334126040428061
seek_time_csv_licensed.zip_PL1331LAHD59SH.csv;seek_time_csv_licensed.zip_PL2331LAHAYVBJ.csv;399;266;53;37;27;34441;0.32450487120055777
parent_csv_licensed.zip_example_318.csv;parent_csv_licensed.zip_example_668.csv;910;910;265;265;211;184366;0.22263736263736264
id_csv_licensed.zip_halo_85008740710_particle_ID_1.csv;id_csv_licensed.zip_halo_85012968760_particle_ID.csv;114;72;58;37;15;2066;0.2517056530214425
seek_time_csv_licensed.zip_PL1331LAH15ZLH.csv;seek_time_csv_licensed.zip_PL2331LAHDRVGJ.csv;1577;1121;209;152;121;508223;0.28748620473725506
id_csv_licensed.zip_0021700988.csv;id_csv_licensed.zip_boxscore_0021701029.csv;725;696;162;149;58;30177;0.059803804994054695
id_csv_licensed.zip_0021900733_10.csv;id_csv_licensed.zip_boxscore_0021500866_1.csv;696;754;155;163;71;35952;0.0685081862251898
seek_time_csv_licensed.zip_PL1331LAGRT7GH.csv;seek_time_csv_licensed.zip_PL2331LAGPE4ZJ.csv;14307;12711;1603;1385;714;44184374;0.24296315051033404
in_time_csv_licensed.zip_0210_070848_InitializeSampleHD.csv;real_time_csv_licensed.zip_0224_124629_InitializeSampleCC.csv;164;164;135;134;97;146;0.005428316478286734
id_csv_licensed.zip_halo_85010827337_particle_ID.csv;id_csv_licensed.zip_halo_85010827347_particle_ID.csv;90;90;46;46;14;2038;0.25160493827160496
seek_time_csv_licensed.zip_PL2331LAGMYRGJ.csv;seek_time_csv_licensed.zip_PL2331LAGSSW3J.csv;11286;12502;1213;1510;677;31948378;0.22642755326789038
data_rate_csv_licensed.zip_J01-2004_132.csv;processing_time_csv_licensed.zip_J01-2004_aakansha_138.csv;187;187;99;86;62;1846;0.05278961365781121
id_csv_licensed.zip_0021600368_1.csv;id_csv_licensed.zip_0021600808_2.csv;480;608;178;261;48;8639;0.029601836622807017
seek_time_csv_licensed.zip_PL1331LAGTWBXH.csv;seek_time_csv_licensed.zip_PL2331LAGU97PJ.csv;11818;11837;1425;1438;1091;34949048;0.2498329504911392
parent_csv_licensed.zip_Configuration1_window13_split4_typetypetest_projectpoi2.0.csv;parent_csv_licensed.zip_poi-2.0_53.csv;1704;7536;444;1224;421;612349;0.04768574068259522
real_time_csv_licensed.zip_0201_001648_InitializeSampleRD.csv;real_time_csv_licensed.zip_0204_212925_InitializeSampleHD.csv;164;164;136;155;87;96;0.003569303985722784
object_csv_licensed.zip_Windows.Networking.HostName.dll.csv__3628968459__.csv;object_csv_licensed.zip_wups.dll.csv__1958313396__.csv;1287;748;149;89;63;7129;0.007405399116629063
id_csv_licensed.zip_es-CL_252.csv;id_csv_licensed.zip_es-CL_345.csv;48;51;48;51;43;43;0.017565359477124183
id_csv_licensed.zip_0022000976.csv;id_csv_licensed.zip_boxscore_0021500523_1.csv;728;754;142;157;35;45721;0.0832938613111027
real_time_csv_licensed.zip_ResNet050-v1_164.csv;real_time_csv_licensed.zip_ResNet050-v1_40.csv;850;585;283;186;123;6146;0.012359979889391654
id_csv_licensed.zip_boxscore_0021701127.csv;id_csv_licensed.zip_boxscore_0021800022_1.csv;754;725;158;151;69;11039;0.020193908350864355
parent_csv_licensed.zip_messages_es_61.csv;show_time_csv_licensed.zip_messages_105.csv;1168;964;500;241;223;474442;0.42136964986074005
quick_time_csv_licensed.zip_episode 6.csv;thing_csv_licensed.zip_Top_250_IMDb.csv;1155;1000;491;597;230;692;0.0005991341991341991
id_csv_licensed.zip_0021701022.csv;id_csv_licensed.zip_0021800200.csv;754;667;158;145;59;37894;0.07534826751080693
object_csv_licensed.zip_HeatCore.dll.csv__2362404013__.csv;object_csv_licensed.zip_fingerprintcredential.dll.csv__7568161__.csv;1298;1353;156;170;100;30155;0.017170654267125385
id_csv_licensed.zip_8242.csv;object_csv_licensed.zip_touched_mutation_sum_198.csv;208;1119;61;49;28;793;0.003407059874888293
seek_time_csv_licensed.zip_PL1331LAHD3M2H.csv;seek_time_csv_licensed.zip_PL2331LAHBUW1J.csv;399;266;53;42;25;29717;0.27999510053328813
seek_time_csv_licensed.zip_PL1331LAHD5S7H.csv;seek_time_csv_licensed.zip_PL1331LAHD8GHH.csv;969;969;114;115;107;304221;0.32399748232354697
escape_velocity_csv_licensed.zip_Configuration3_window11_split9_typetest_projectvelocity1.6.csv;escape_velocity_csv_licensed.zip_Configuration3_window18_split6_typetest_projectvelocity1.5.csv;5496;5136;823;780;569;1625234;0.057576354029211844
data_rate_csv_licensed.zip_A00-2018_akanksha_34.csv;thing_csv_licensed.zip_A00-2018_akanksha_43.csv;165;165;76;76;76;1587;0.058292011019283746
object_csv_licensed.zip_LockAppHost.exe.csv__2817867816__.csv;object_csv_licensed.zip_NFCProvisioningPlugin.dll.csv__2328987359__.csv;1331;1496;153;179;103;17766;0.008922365476482239
seek_time_csv_licensed.zip_PL1331LAGLYXJH.csv;seek_time_csv_licensed.zip_PL2331LAGN2MSJ.csv;14991;14307;1630;1632;1224;43504453;0.20284043401973711
data_rate_csv_licensed.zip_J01-2004.annv3_9.csv;data_rate_csv_licensed.zip_J01-2004_38.csv;187;187;100;99;64;1762;0.0503874860590809
id_csv_licensed.zip_10.1038_ncomms8494_1.csv;parent_csv_licensed.zip_fifa-tree_28.csv;996;155;33;34;13;1538;0.009962430366627802
escape_velocity_csv_licensed.zip_Configuration1_window17_split15_typetypetest_projectvelocity1.6.csv;escape_velocity_csv_licensed.zip_Configuration3_window5_split11_typetest_projectvelocity1.6.csv;3648;5496;639;823;639;1151847;0.05745042447138589
then_csv_licensed.zip_P08-1028.annv3_3.csv;then_csv_licensed.zip_P08-1028_490.csv;187;187;89;86;51;1788;0.05113100174440219
quick_time_csv_licensed.zip_recipe_1084.csv;quick_time_csv_licensed.zip_recipe_1390.csv;135;144;74;92;74;424;0.021810699588477367
seek_time_csv_licensed.zip_PL1331LAGTT4XH.csv;seek_time_csv_licensed.zip_PL2331LAGSSD6J.csv;12084;12920;1383;1618;755;43243917;0.27698215817451216
show_time_csv_licensed.zip_W99-0623_vardha_165.csv;then_csv_licensed.zip_W99-0623_swastika_225.csv;198;187;90;74;53;1929;0.052098525360557445
id_csv_licensed.zip_boxscore_0021400921.csv;id_csv_licensed.zip_boxscore_0021500765.csv;754;725;160;153;60;39606;0.0724522089088082
seek_time_csv_licensed.zip_PL1331LAHBSNEH.csv;seek_time_csv_licensed.zip_PL1331LAHD2RWH.csv;399;399;56;54;50;51896;0.3259778518979152
seek_time_csv_licensed.zip_WD-WX11DA4DJ7F4.csv;seek_time_csv_licensed.zip_WD-WX41D94RNDNH.csv;10108;10089;1570;1562;1003;44630461;0.43764101593169424
id_csv_licensed.zip_0021500427_2.csv;id_csv_licensed.zip_boxscore_0021700224.csv;696;754;153;164;62;34864;0.06643495228513065
id_csv_licensed.zip_fm_summary_map_74.csv;id_csv_licensed.zip_gul_summary_map_49.csv;378;288;44;40;32;7629;0.07007826278659612
id_csv_licensed.zip_ir.model.access_24009.csv;id_csv_licensed.zip_ir.model.access_28695.csv;40;48;18;19;14;292;0.15208333333333332
parent_csv_licensed.zip_messages_de_123.csv;parent_csv_licensed.zip_messages_es_139.csv;2584;3012;1077;1293;644;2199252;0.28257095457180564
quick_time_csv_licensed.zip_episode 2_2.csv;whole_csv_licensed.zip_episode 10_1.csv;1255;1395;541;590;259;5229;0.002986762626911708
escape_velocity_csv_licensed.zip_Configuration2_window5_split13_typetest_projectvelocity1.5.csv;escape_velocity_csv_licensed.zip_Configuration3_window11_split14_typetest_projectvelocity1.6.csv;5136;5496;780;823;569;1625234;0.057576354029211844
id_csv_licensed.zip_0021800217_3.csv;id_csv_licensed.zip_0021801045.csv;576;754;176;159;53;16511;0.03801714927792514
parent_csv_licensed.zip_1410506_hhRelMale.csv;parent_csv_licensed.zip_1431312_hhRelMale.csv;90;90;25;25;17;1615;0.1993827160493827
data_rate_csv_licensed.zip_J01-2004_128.csv;then_csv_licensed.zip_J01-2004_aakansha_103.csv;187;187;98;86;62;1862;0.053247161771855074
id_csv_licensed.zip_0021900870_9.csv;id_csv_licensed.zip_boxscore_0021700595.csv;725;725;166;151;59;32768;0.0623410225921522
id_csv_licensed.zip_0022000066.csv;id_csv_licensed.zip_boxscore_0021500958.csv;783;725;168;155;60;41528;0.07315453384418902
processing_time_csv_licensed.zip_J01-2004_617.csv;processing_time_csv_licensed.zip_J01-2004_aakansha_1.csv;187;187;99;86;62;1702;0.0486716806314164
data_rate_csv_licensed.zip_J01-2004_137.csv;running_time_csv_licensed.zip_J01-2004_260.csv;187;187;99;100;61;1638;0.046841488175240927
seek_time_csv_licensed.zip_PL1331LAGT78WH.csv;seek_time_csv_licensed.zip_PL2331LAGMYJRJ.csv;12084;14763;1382;1857;749;40722444;0.228269821067605
then_csv_licensed.zip_P04-1036_aakansha_121.csv;then_csv_licensed.zip_P04-1036_swastika_188.csv;187;187;79;74;60;1802;0.051531356344190565
parent_csv_licensed.zip_1400319_hhRelMale.csv;parent_csv_licensed.zip_1430204_hhRelMale.csv;90;90;24;24;19;1819;0.2245679012345679
seek_time_csv_licensed.zip_PL1331LAGSLZTH.csv;seek_time_csv_licensed.zip_PL1331LAGTVTMH.csv;12502;12445;1570;1563;861;37942765;0.24386786744092823
id_csv_licensed.zip_0021600298.csv;id_csv_licensed.zip_0021800677.csv;754;754;156;160;77;42576;0.07488971286648045
then_csv_licensed.zip_W99-0623_19.csv;then_csv_licensed.zip_W99-0623_513.csv;187;187;88;89;77;1833;0.052417855815150564
id_csv_licensed.zip_ir.model.access_37170.csv;id_csv_licensed.zip_ir.model.access_52200.csv;56;80;21;29;19;670;0.14955357142857142
id_csv_licensed.zip_0021500348_3.csv;parent_csv_licensed.zip_public-dataset.csv;754;504;149;108;20;42881;0.11283998568481327
object_csv_licensed.zip_ChtAdvancedDS.dll.csv__936294777__.csv;object_csv_licensed.zip_DataExchange.dll.csv__2501726441__.csv;1309;1595;157;188;102;35485;0.01699591207243798
id_csv_licensed.zip_boxscore_0021400812.csv;id_csv_licensed.zip_boxscore_0021800183.csv;638;754;132;162;51;8764;0.018218404663113343
id_csv_licensed.zip_0021901318.csv;id_csv_licensed.zip_boxscore_0021700415.csv;696;754;147;158;59;29587;0.056379386566663615
in_time_csv_licensed.zip_0202_205906_InitializeSampleHD.csv;real_time_csv_licensed.zip_0201_191855_InitializeSampleRD.csv;164;164;146;154;87;98;0.003643664485425342
id_csv_licensed.zip_dronology-ling-FinalSel_vlist.csv;thing_csv_licensed.zip_1959-10-10_1.csv;2231;600;98;292;96;14319;0.010696996862393546
growth_rate_csv_licensed.zip_baseline_comparison_states_2020-05-30.csv;id_csv_licensed.zip_0021700064.csv;903;754;261;157;20;64903;0.09532475009620157
seek_time_csv_licensed.zip_PL1331LAHD1N1H.csv;seek_time_csv_licensed.zip_PL1331LAHD305H.csv;399;399;55;54;39;51643;0.3243886659003398
processing_time_csv_licensed.zip_P05-1013_970.csv;thing_csv_licensed.zip_P05-1013_65.csv;220;220;115;116;76;2446;0.05053719008264463
seek_time_csv_licensed.zip_PL1331LAHDY8LH.csv;seek_time_csv_licensed.zip_PL2331LAHDWJXJ.csv;969;969;119;114;89;304725;0.32453424583129653
real_time_csv_licensed.zip_tokens_134.csv;show_time_csv_licensed.zip_tokens_173.csv;708;696;7;7;7;219102;0.44463520358464836
id_csv_licensed.zip_boxscore_0021400944.csv;id_csv_licensed.zip_boxscore_0021800261.csv;754;667;157;149;55;33811;0.0672296477755817
growth_rate_csv_licensed.zip_003-DA_Deferral_battery_month.csv;rate_of_return_csv_licensed.zip_025-opt_year_more_than_timeseries_data.csv;1128;1068;265;248;232;156371;0.12980034929742076
id_csv_licensed.zip_0021600281.csv;id_csv_licensed.zip_0021800023.csv;754;754;168;146;50;10141;0.017837668596838083
seek_time_csv_licensed.zip_PL1331LAHBZPSH.csv;seek_time_csv_licensed.zip_PL2331LAHAYVBJ.csv;266;266;39;37;28;22971;0.3246509129967777
id_csv_licensed.zip_0021700260.csv;id_csv_licensed.zip_boxscore_0021500952.csv;725;696;155;144;58;35608;0.07056678557273087
id_csv_licensed.zip_link_5.csv;id_csv_licensed.zip_test_data_records_34.csv;348;700;59;103;59;16680;0.06847290640394088
id_csv_licensed.zip_boxscore_0021401027.csv;id_csv_licensed.zip_boxscore_0021800566.csv;754;696;158;148;72;36381;0.06932566541662856
in_time_csv_licensed.zip_0208_235017_InitializeSampleRD.csv;real_time_csv_licensed.zip_0210_165340_InitializeSampleHD.csv;164;164;156;155;88;96;0.003569303985722784
real_time_csv_licensed.zip_P08-1102.annv3_14.csv;show_time_csv_licensed.zip_P08-1102_76.csv;176;176;93;90;58;1593;0.051426911157024795
id_csv_licensed.zip_20200511191341.csv;id_csv_licensed.zip_fm_policytc_42.csv;204;732;131;91;31;805;0.0053908175291974714
id_csv_licensed.zip_ir.model.access_36612.csv;id_csv_licensed.zip_ir.model.access_52198.csv;56;80;21;29;19;670;0.14955357142857142
id_csv_licensed.zip_boxscore_0021601158.csv;id_csv_licensed.zip_boxscore_0021701180.csv;754;754;157;151;79;57113;0.10045979356781515
then_csv_licensed.zip_P08-1028_aakansha_127.csv;whole_csv_licensed.zip_P08-1028_975.csv;187;187;76;89;51;1788;0.05113100174440219
id_csv_licensed.zip_0021500710.csv;id_csv_licensed.zip_boxscore_0021501057.csv;725;725;157;149;56;42020;0.07994292508917955
seek_time_csv_licensed.zip_PL1311LAG2AULH.csv;seek_time_csv_licensed.zip_PL2331LAGUH62J.csv;12483;12084;1343;1346;603;16759367;0.1111035470338303
show_time_csv_licensed.zip_J01-2004_901.csv;show_time_csv_licensed.zip_J01-2004_sweta_64.csv;187;187;100;94;61;1629;0.046584117361091255
seek_time_csv_licensed.zip_PL1331LAHBZBLH.csv;seek_time_csv_licensed.zip_PL2331LAHDHVKJ.csv;1121;1121;129;136;73;407618;0.32437108131916753
id_csv_licensed.zip_0021900189.csv;id_csv_licensed.zip_boxscore_0021400998.csv;667;696;148;145;56;24912;0.05366282376053352
parent_csv_licensed.zip_Configuration2_window13_split11_typetest_projectpoi1.5.csv;parent_csv_licensed.zip_Configuration3_window8_split3_typetest_projectpoi1.5.csv;5688;5688;963;963;963;1485512;0.045915253767894904
processing_time_csv_licensed.zip_J01-2004_587.csv;show_time_csv_licensed.zip_J01-2004_swastika_90.csv;187;187;99;75;59;1689;0.04829992278875576
id_csv_licensed.zip_0021900286.csv;id_csv_licensed.zip_boxscore_0021600198.csv;696;754;148;161;55;33783;0.06437505716637702
object_csv_licensed.zip_InputSwitchToastHandler.exe.csv__2406991408__.csv;object_csv_licensed.zip_UsbXhciCompanion.dll.csv__3136015378__.csv;1188;1089;139;118;70;22157;0.01712642185553113
object_csv_licensed.zip_Configuration1_window12_split3_typetest_projectsynapse1.0.csv;object_csv_licensed.zip_Configuration2_window8_split13_typetest_projectsynapse1.0.csv;3768;3768;646;646;646;883192;0.06220615215402022
speed_of_light_csv_licensed.zip_2016-10-27.csv;speed_of_light_csv_licensed.zip_2017-03-02.csv;5676;5907;502;476;291;952672;0.02841410908308283
rate_of_return_csv_licensed.zip_J01-2004_227.csv;then_csv_licensed.zip_J01-2004_aakansha_81.csv;187;187;100;86;61;1638;0.046841488175240927
then_csv_licensed.zip_A00-2018_vardha_44.csv;thing_csv_licensed.zip_A00-2018_akanksha_37.csv;198;165;89;76;54;1843;0.056412610958065504
object_csv_licensed.zip_00008-462.csv;object_csv_licensed.zip_00023-538.csv;154;143;60;62;33;1426;0.06475342838979202
id_csv_licensed.zip_language_1205.csv;id_csv_licensed.zip_language_2950.csv;1218;1218;1218;1218;1097;1097;0.0007394555126846616
show_time_csv_licensed.zip_episode 7_4.csv;thing_csv_licensed.zip_episode 14_10.csv;1155;1410;497;604;239;1754;0.0010770317153295877
in_time_csv_licensed.zip_0201_124244_InitializeSampleHD.csv;real_time_csv_licensed.zip_0201_180301_InitializeSampleRD.csv;164;164;136;156;86;94;0.003494943486020226
id_csv_licensed.zip_0021900116.csv;id_csv_licensed.zip_boxscore_0021600603.csv;667;725;146;158;62;31363;0.06485653724861708
in_time_csv_licensed.zip_0201_162425_InitializeSampleRD.csv;real_time_csv_licensed.zip_0210_112045_InitializeSampleHD.csv;164;164;157;155;92;103;0.003829565734681737
seek_time_csv_licensed.zip_PL1331LAGTLDMH.csv;seek_time_csv_licensed.zip_PL2331LAGUMJ2J.csv;12084;11989;1386;1385;750;33469022;0.23101987535799465
in_time_csv_licensed.zip_0224_145530_InitializeSampleCC.csv;real_time_csv_licensed.zip_0212_005021_InitializeSampleHD.csv;164;164;134;140;92;146;0.005428316478286734
seek_time_csv_licensed.zip_PL1331LAH1STGH.csv;seek_time_csv_licensed.zip_PL2331LAH3WLGJ.csv;1577;1577;210;181;164;630435;0.2534993962433186
object_csv_licensed.zip_Configuration1_window9_split12_typetypetest_projectpoi2.5.csv;parent_csv_licensed.zip_Configuration4_window0_split11_typetest_projectpoi1.5.csv;6744;5688;1126;963;543;1790725;0.04668224648924793
seek_time_csv_licensed.zip_PL1331LAGR6LWH.csv;seek_time_csv_licensed.zip_WD-WMC4N1313391.csv;14174;15143;1581;1873;720;22405681;0.10438877415299017
rate_of_return_csv_licensed.zip_A00-2018_25.csv;then_csv_licensed.zip_A00-2018_akanksha_172.csv;176;165;92;76;54;1523;0.052444903581267216
id_csv_licensed.zip_ir.model.access_18685.csv;id_csv_licensed.zip_ir.model.access_25422.csv;48;56;16;19;15;393;0.14620535714285715
show_time_csv_licensed.zip_P05-1013_aakansha_79.csv;thing_csv_licensed.zip_P05-1013.annv3_26.csv;220;220;92;113;70;2366;0.04888429752066116
id_csv_licensed.zip_ir.model.access_291.csv;id_csv_licensed.zip_ir.model.access_49057.csv;16;64;9;21;3;155;0.1513671875
show_time_csv_licensed.zip_P05-1013_558.csv;show_time_csv_licensed.zip_P05-1013_aakansha_49.csv;220;220;118;92;70;2366;0.04888429752066116
in_time_csv_licensed.zip_weather-2013-07-28_94.csv;in_time_csv_licensed.zip_weather-2015-06-11_210.csv;392;364;149;146;87;3984;0.02792105853330343
quick_time_csv_licensed.zip_recipe_1568.csv;quick_time_csv_licensed.zip_recipe_1630.csv;144;144;92;92;92;416;0.020061728395061727
id_csv_licensed.zip_dtb_delivery_fee_12.csv;whole_csv_licensed.zip_Kingsbury_TA_predicted.csv;470;300;97;200;95;770;0.005460992907801419
id_csv_licensed.zip_metadata-info_10.csv;physical_entity_csv_licensed.zip_metadata-guidelines_138.csv;136;136;106;106;92;315;0.017030709342560554
id_csv_licensed.zip_ir.model.access_102339.csv;id_csv_licensed.zip_ir.model.access_103639.csv;480;520;165;180;151;34517;0.13828926282051282
object_csv_licensed.zip_Configuration1_window17_split14_typetest_projectsynapse1.1.csv;object_csv_licensed.zip_Configuration3_window2_split5_typetest_projectsynapse1.0.csv;5328;3768;833;646;391;1197856;0.059666354252341514
data_rate_csv_licensed.zip_W11-2123.annv3_51.csv;then_csv_licensed.zip_W11-2123_171.csv;220;220;112;111;68;2386;0.04929752066115702
id_csv_licensed.zip_0021500088.csv;id_csv_licensed.zip_0021901318.csv;725;696;156;147;56;30034;0.059520412207689256
id_csv_licensed.zip_0021500958.csv;id_csv_licensed.zip_boxscore_0021700604.csv;725;696;155;145;54;30186;0.05982164090368609
